Name,Make,Model,Odometer,Body_type,Transmission,Auctioneer,Link_to_auction,Unique_identifers,Hours_to_auction,State,Build_Date,Fuel
HOLDEN CRUZE SRI-V JH SERIES II MY15 FWD,HOLDEN,CRUZE,"172,114",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985734/2015-holden-cruze-sri-v-jh-series-ii-my15?filterid=2442542442,"2015 HOLDEN CRUZE SRI-V JH SERIES II MY15 FWD HOLDEN 172,114",11,WA,2015,PETROL
HOLDEN ASTRA CD AH MY06 FWD,HOLDEN,ASTRA,"236,960",WAGON,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2980466/2005-holden-astra-cd-ah-my06?filterid=2442542442,"2005 HOLDEN ASTRA CD AH MY06 FWD HOLDEN 236,960",11,WA,2005,PETROL
VOLKSWAGEN TIGUAN 125TSI 5N MY09 4WD,VOLKSWAGEN,TIGUAN,"190,338",WAGON,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2985654/2009-volkswagen-tiguan-125tsi-5n-my09?filterid=2442542442,"2009 VOLKSWAGEN TIGUAN 125TSI 5N MY09 4WD VOLKSWAGEN 190,338",11,WA,2009,PETROL
FORD FOCUS LX LS FWD,FORD,FOCUS,"200,716",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985735/2006-ford-focus-lx-ls?filterid=2442542442,"2006 FORD FOCUS LX LS FWD FORD 200,716",11,WA,2006,PETROL
HYUNDAI GETZ GL TB MY04 FWD,HYUNDAI,GETZ,"160,429",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985847/2004-hyundai-getz-gl-tb-my04?filterid=2442542442,"2004 HYUNDAI GETZ GL TB MY04 FWD HYUNDAI 160,429",11,WA,2004,PETROL
FORD FIESTA ZETEC WS FWD,FORD,FIESTA,"219,492",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985736/2009-ford-fiesta-zetec-ws?filterid=2442542442,"2009 FORD FIESTA ZETEC WS FWD FORD 219,492",11,WA,2009,PETROL
FORD FALCON UTE EXTENDED CAB FG RWD,FORD,FALCON,"144,966",UTILITY,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2982491/2009-ford-falcon-ute-extended-cab-fg?filterid=2442542442,"2009 FORD FALCON UTE EXTENDED CAB FG RWD FORD 144,966",11,WA,2009,LPG
HYUNDAI GETZ S TB MY07 FWD,HYUNDAI,GETZ,"175,594",HATCHBACK,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2987483/2008-hyundai-getz-s-tb-my07?filterid=2442542442,"2008 HYUNDAI GETZ S TB MY07 FWD HYUNDAI 175,594",11,WA,2008,PETROL
HONDA ACCORD EURO LUXURY CL MY06 FWD,HONDA,ACCORD,"432,945",SEDAN,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2983432/2006-honda-accord-euro-luxury-cl-my06?filterid=2442542442,"2006 HONDA ACCORD EURO LUXURY CL MY06 FWD HONDA 432,945",11,WA,2006,PETROL
VOLKSWAGEN BEETLE 1Y MY08 FWD,VOLKSWAGEN,BEETLE,"126,727",CABRIOLET,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987415/2008-volkswagen-beetle-1y-my08?filterid=2442542442,"2008 VOLKSWAGEN BEETLE 1Y MY08 FWD VOLKSWAGEN 126,727",11,WA,2008,PETROL
VOLKSWAGEN TIGUAN 103TDI 5N MY10 4WD,VOLKSWAGEN,TIGUAN,"285,480",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985653/2009-volkswagen-tiguan-103tdi-5n-my10?filterid=2442542442,"2009 VOLKSWAGEN TIGUAN 103TDI 5N MY10 4WD VOLKSWAGEN 285,480",11,WA,2009,DIESEL
HOLDEN CRUZE CDX JH SERIES II MY FWD,HOLDEN,CRUZE,"236,220",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984954/2012-holden-cruze-cdx-jh-series-ii-my?filterid=2442542442,"2012 HOLDEN CRUZE CDX JH SERIES II MY FWD HOLDEN 236,220",11,WA,2012,DIESEL
HOLDEN CAPTIVA 5 CG SERIES II MY FWD,HOLDEN,CAPTIVA,"211,495",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985731/2013-holden-captiva-5-cg-series-ii-my?filterid=2442542442,"2013 HOLDEN CAPTIVA 5 CG SERIES II MY FWD HOLDEN 211,495",11,WA,2013,PETROL
NISSAN DUALIS TI HATCH X-TRONIC J10 SERIES II M FWD,NISSAN,DUALIS,"144,561",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2973991/2010-nissan-dualis-ti-hatch-x-tronic-j10-series-ii-m?filterid=2442542442,"2010 NISSAN DUALIS TI HATCH X-TRONIC J10 SERIES II M FWD NISSAN 144,561",11,WA,2010,PETROL
HOLDEN COMMODORE OMEGA VE MY10 RWD,HOLDEN,COMMODORE,"183,167",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987032/2010-holden-commodore-omega-ve-my10?filterid=2442542442,"2010 HOLDEN COMMODORE OMEGA VE MY10 RWD HOLDEN 183,167",11,WA,2010,PETROL
HOLDEN CRUZE CDX JH SERIES II MY11 FWD,HOLDEN,CRUZE,"158,535",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987091/2011-holden-cruze-cdx-jh-series-ii-my11?filterid=2442542442,"2011 HOLDEN CRUZE CDX JH SERIES II MY11 FWD HOLDEN 158,535",11,WA,2011,PETROL
HONDA CR-V SPORT RD MY05 4WD,HONDA,CR-V,"264,583",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980393/2004-honda-cr-v-sport-rd-my05?filterid=2442542442,"2004 HONDA CR-V SPORT RD MY05 4WD HONDA 264,583",11,WA,2004,PETROL
MINI CLUBMAN COOPER S R55 LCI FWD,MINI,CLUBMAN,"110,441",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987145/2011-mini-clubman-cooper-s-r55-lci?filterid=2442542442,"2011 MINI CLUBMAN COOPER S R55 LCI FWD MINI 110,441",11,WA,2011,PETROL
TOYOTA COROLLA ASCENT ZZE122R FWD,TOYOTA,COROLLA,"360,350",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987149/2003-toyota-corolla-ascent-zze122r?filterid=2442542442,"2003 TOYOTA COROLLA ASCENT ZZE122R FWD TOYOTA 360,350",11,WA,2003,PETROL
HOLDEN CRUZE CD JH SERIES II MY12 FWD,HOLDEN,CRUZE,"307,896",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986977/2011-holden-cruze-cd-jh-series-ii-my12?filterid=2442542442,"2011 HOLDEN CRUZE CD JH SERIES II MY12 FWD HOLDEN 307,896",11,WA,2011,DIESEL
HOLDEN RODEO LX DUAL CAB RA RWD,HOLDEN,RODEO,"383,656",UTILITY,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2982379/2004-holden-rodeo-lx-dual-cab-ra?filterid=2442542442,"2004 HOLDEN RODEO LX DUAL CAB RA RWD HOLDEN 383,656",11,WA,2004,PETROL
HONDA CIVIC VTI-L 8TH GEN MY07 FWD,HONDA,CIVIC,"251,217",SEDAN,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2984946/2007-honda-civic-vti-l-8th-gen-my07?filterid=2442542442,"2007 HONDA CIVIC VTI-L 8TH GEN MY07 FWD HONDA 251,217",11,WA,2007,PETROL
MAZDA 6 CLASSIC GH1051 MY09 FWD,MAZDA,6,"272,709",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980341/2010-mazda-6-classic-gh1051-my09?filterid=2442542442,"2010 MAZDA 6 CLASSIC GH1051 MY09 FWD MAZDA 272,709",11,WA,2010,PETROL
TOYOTA KLUGER KX-R GSU45R 4WD,TOYOTA,KLUGER,"287,853",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983494/2009-toyota-kluger-kx-r-gsu45r?filterid=2442542442,"2009 TOYOTA KLUGER KX-R GSU45R 4WD TOYOTA 287,853",11,WA,2009,PETROL
MITSUBISHI TRITON GLX-R DUAL CAB MK MY05.5 4WD,MITSUBISHI,TRITON,"171,727",UTILITY,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2981170/2005-mitsubishi-triton-glx-r-dual-cab-mk-my05-5?filterid=2442542442,"2005 MITSUBISHI TRITON GLX-R DUAL CAB MK MY05.5 4WD MITSUBISHI 171,727",11,WA,2005,DIESEL
TOYOTA KLUGER GXL GSU50R FWD,TOYOTA,KLUGER,"199,635",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980742/2014-toyota-kluger-gxl-gsu50r?filterid=2442542442,"2014 TOYOTA KLUGER GXL GSU50R FWD TOYOTA 199,635",11,WA,2014,PETROL
HYUNDAI ILOAD TQ-V MY11 RWD,HYUNDAI,ILOAD,"240,981",VAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980641/2012-hyundai-iload-tq-v-my11?filterid=2442542442,"2012 HYUNDAI ILOAD TQ-V MY11 RWD HYUNDAI 240,981",11,WA,2012,DIESEL
TOYOTA KLUGER KX-R GSU40R FWD,TOYOTA,KLUGER,"283,112",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987138/2008-toyota-kluger-kx-r-gsu40r?filterid=2442542442,"2008 TOYOTA KLUGER KX-R GSU40R FWD TOYOTA 283,112",11,WA,2008,PETROL
TOYOTA,TOYOTA,TARAGO,"222,366",WAGON,TRANS:,Carlins,https://www.carlins.com.au/auctions/catalogues/2980516/1995-toyota-tarago?filterid=2442542442,"1995 TOYOTA TOYOTA 222,366",11,WA,1995,PETROL
HOLDEN TRAILBLAZER LT RG MY18 4WD,HOLDEN,TRAILBLAZER,"237,783",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987689/2018-holden-trailblazer-lt-rg-my18?filterid=2442542442,"2018 HOLDEN TRAILBLAZER LT RG MY18 4WD HOLDEN 237,783",11,WA,2018,DIESEL
HYUNDAI I30 SX FD MY11 FWD,HYUNDAI,I30,"91,591",WAGON,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2985732/2012-hyundai-i30-sx-fd-my11?filterid=2442542442,"2012 HYUNDAI I30 SX FD MY11 FWD HYUNDAI 91,591",11,WA,2012,PETROL
TOYOTA KLUGER KX-R GSU40R MY12 FWD,TOYOTA,KLUGER,"199,819",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987690/2013-toyota-kluger-kx-r-gsu40r-my12?filterid=2442542442,"2013 TOYOTA KLUGER KX-R GSU40R MY12 FWD TOYOTA 199,819",11,WA,2013,PETROL
TOYOTA RAV4 GXL AXAH54R 4WD,TOYOTA,RAV4,"19,594",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986177/2022-toyota-rav4-gxl-axah54r?filterid=2442542442,"2022 TOYOTA RAV4 GXL AXAH54R 4WD TOYOTA 19,594",35,VIC,2022,HYBRID
KIA SORENTO PLATINUM UM MY16 4WD,KIA,SORENTO,"117,662",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985289/2016-kia-sorento-platinum-um-my16?filterid=2442542442,"2016 KIA SORENTO PLATINUM UM MY16 4WD KIA 117,662",35,VIC,2016,DIESEL
MERCEDES-BENZ CLA-CLASS CLA200 C117 FWD,MERCEDES-BENZ,CLA-CLASS,"99,013",COUPE,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984904/2013-mercedes-benz-cla-class-cla200-c117?filterid=2442542442,"2013 MERCEDES-BENZ CLA-CLASS CLA200 C117 FWD MERCEDES-BENZ 99,013",35,VIC,2013,PETROL
TOYOTA LANDCRUISER WORKMATE SINGLE CAB VDJ79R MY10 4WD DIESEL,TOYOTA,LANDCRUISER,"218,432",CHASSIS,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2986673/2009-toyota-landcruiser-workmate-single-cab-vdj79r-my10?filterid=2442542442,"2009 TOYOTA LANDCRUISER WORKMATE SINGLE CAB VDJ79R MY10 4WD DIESEL TOYOTA 218,432",35,VIC,2009,DIESEL
MITSUBISHI TRITON GLS DUAL CAB MQ MY16 4WD,MITSUBISHI,TRITON,"263,568",UTILITY,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983020/2015-mitsubishi-triton-gls-dual-cab-mq-my16?filterid=2442542442,"2015 MITSUBISHI TRITON GLS DUAL CAB MQ MY16 4WD MITSUBISHI 263,568",35,VIC,2015,DIESEL
TOYOTA KLUGER GXL GSU50R FWD,TOYOTA,KLUGER,"132,505",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983529/2015-toyota-kluger-gxl-gsu50r?filterid=2442542442,"2015 TOYOTA KLUGER GXL GSU50R FWD TOYOTA 132,505",35,VIC,2015,PETROL
HOLDEN COMMODORE SV6 STORM VF MY15 RWD,HOLDEN,COMMODORE,"220,074",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987442/2015-holden-commodore-sv6-storm-vf-my15?filterid=2442542442,"2015 HOLDEN COMMODORE SV6 STORM VF MY15 RWD HOLDEN 220,074",35,VIC,2015,PETROL
TOYOTA CAMRY HYBRID H AVV50R FWD,TOYOTA,CAMRY,"198,813",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983222/2015-toyota-camry-hybrid-h-avv50r?filterid=2442542442,"2015 TOYOTA CAMRY HYBRID H AVV50R FWD TOYOTA 198,813",35,VIC,2015,HYBRID
LAND ROVER RANGE ROVER EVOQUE P200 S L551 MY20 4WD,LAND,ROVER,"98,363",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980797/2019-land-rover-range-rover-evoque-p200-s-l551-my20?filterid=2442542442,"2019 LAND ROVER RANGE ROVER EVOQUE P200 S L551 MY20 4WD LAND 98,363",35,VIC,2019,PETROL
MAZDA CX-9 CLASSIC TB10A5 FWD,MAZDA,CX-9,"134,503",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985399/2014-mazda-cx-9-classic-tb10a5?filterid=2442542442,"2014 MAZDA CX-9 CLASSIC TB10A5 FWD MAZDA 134,503",35,VIC,2014,PETROL
HYUNDAI ELANTRA SR TURBO AD MY17 FWD,HYUNDAI,ELANTRA,"84,171",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985613/2017-hyundai-elantra-sr-turbo-ad-my17?filterid=2442542442,"2017 HYUNDAI ELANTRA SR TURBO AD MY17 FWD HYUNDAI 84,171",35,VIC,2017,PETROL
MITSUBISHI TRITON GLX+ DUAL CAB MR MY21 4WD,MITSUBISHI,TRITON,"74,028",UTILITY,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2987290/2022-mitsubishi-triton-glx-dual-cab-mr-my21?filterid=2442542442,"2022 MITSUBISHI TRITON GLX+ DUAL CAB MR MY21 4WD MITSUBISHI 74,028",35,VIC,2022,DIESEL
TOYOTA LANDCRUISER GX SINGLE CAB VDJ79R 4WD DIESEL,TOYOTA,LANDCRUISER,"263,598",CHASSIS,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2986672/2008-toyota-landcruiser-gx-single-cab-vdj79r?filterid=2442542442,"2008 TOYOTA LANDCRUISER GX SINGLE CAB VDJ79R 4WD DIESEL TOYOTA 263,598",35,VIC,2008,DIESEL
SUBARU WRX PREMIUM VA MY15 4WD,SUBARU,WRX,"160,516",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985358/2015-subaru-wrx-premium-va-my15?filterid=2442542442,"2015 SUBARU WRX PREMIUM VA MY15 4WD SUBARU 160,516",35,VIC,2015,PETROL
MERCEDES-BENZ C-CLASS C200 S205 RWD,MERCEDES-BENZ,C-CLASS,"130,833",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986885/2017-mercedes-benz-c-class-c200-s205?filterid=2442542442,"2017 MERCEDES-BENZ C-CLASS C200 S205 RWD MERCEDES-BENZ 130,833",35,VIC,2017,PETROL
KIA SORENTO PLATINUM UM MY16 4WD,KIA,SORENTO,"205,280",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2967661/2015-kia-sorento-platinum-um-my16?filterid=2442542442,"2015 KIA SORENTO PLATINUM UM MY16 4WD KIA 205,280",35,VIC,2015,DIESEL
MERCEDES-BENZ C-CLASS C300 W205 RWD,MERCEDES-BENZ,C-CLASS,"72,544",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985261/2018-mercedes-benz-c-class-c300-w205?filterid=2442542442,"2018 MERCEDES-BENZ C-CLASS C300 W205 RWD MERCEDES-BENZ 72,544",35,VIC,2018,PETROL
HOLDEN COMMODORE SS V VE II RWD,HOLDEN,COMMODORE,"183,507",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2977828/2011-holden-commodore-ss-v-ve-ii?filterid=2442542442,"2011 HOLDEN COMMODORE SS V VE II RWD HOLDEN 183,507",35,VIC,2011,PETROL
HOLDEN COMMODORE SS VF II MY16 RWD,HOLDEN,COMMODORE,"162,144",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986256/2016-holden-commodore-ss-vf-ii-my16?filterid=2442542442,"2016 HOLDEN COMMODORE SS VF II MY16 RWD HOLDEN 162,144",35,VIC,2016,PETROL
VOLKSWAGEN MULTIVAN TDI450 HIGHLINE T6 MY17 FWD,VOLKSWAGEN,MULTIVAN,"182,171",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2956324/2017-volkswagen-multivan-tdi450-highline-t6-my17?filterid=2442542442,"2017 VOLKSWAGEN MULTIVAN TDI450 HIGHLINE T6 MY17 FWD VOLKSWAGEN 182,171",35,VIC,2017,DIESEL
LAND ROVER DISCOVERY SD6 HSE SERIES 5 L462 MY20 4WD,LAND,ROVER,"96,102",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2952250/2019-land-rover-discovery-sd6-hse-series-5-l462-my20?filterid=2442542442,"2019 LAND ROVER DISCOVERY SD6 HSE SERIES 5 L462 MY20 4WD LAND 96,102",35,VIC,2019,DIESEL
MERCEDES-BENZ GLC-CLASS GLC43 AMG X253 4WD,MERCEDES-BENZ,GLC-CLASS,"94,750",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986875/2016-mercedes-benz-glc-class-glc43-amg-x253?filterid=2442542442,"2016 MERCEDES-BENZ GLC-CLASS GLC43 AMG X253 4WD MERCEDES-BENZ 94,750",35,VIC,2016,PETROL
MERCEDES-BENZ E-CLASS E200 W213 RWD,MERCEDES-BENZ,E-CLASS,"75,163",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987368/2019-mercedes-benz-e-class-e200-w213?filterid=2442542442,"2019 MERCEDES-BENZ E-CLASS E200 W213 RWD MERCEDES-BENZ 75,163",35,VIC,2019,PETROL
BMW 5 SERIES 520I F10 MY13 RWD,BMW,5,"100,202",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2979645/2013-bmw-5-series-520i-f10-my13?filterid=2442542442,"2013 BMW 5 SERIES 520I F10 MY13 RWD BMW 100,202",35,VIC,2013,PETROL
JEEP GRAND CHEROKEE LAREDO WK MY15 4WD,JEEP,GRAND,"140,769",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986026/2015-jeep-grand-cherokee-laredo-wk-my15?filterid=2442542442,"2015 JEEP GRAND CHEROKEE LAREDO WK MY15 4WD JEEP 140,769",35,VIC,2015,DIESEL
MITSUBISHI TRITON GLS DUAL CAB MR MY21 4WD,MITSUBISHI,TRITON,"156,220",UTILITY,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987334/2021-mitsubishi-triton-gls-dual-cab-mr-my21?filterid=2442542442,"2021 MITSUBISHI TRITON GLS DUAL CAB MR MY21 4WD MITSUBISHI 156,220",35,VIC,2021,DIESEL
VOLVO XC40 D4 MOMENTUM XZ MY18 4WD,VOLVO,XC40,"96,362",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2973654/2018-volvo-xc40-d4-momentum-xz-my18?filterid=2442542442,"2018 VOLVO XC40 D4 MOMENTUM XZ MY18 4WD VOLVO 96,362",35,VIC,2018,DIESEL
HYUNDAI TUCSON ACTIVE X TL MY18 FWD,HYUNDAI,TUCSON,"227,439",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2956531/2017-hyundai-tucson-active-x-tl-my18?filterid=2442542442,"2017 HYUNDAI TUCSON ACTIVE X TL MY18 FWD HYUNDAI 227,439",35,VIC,2017,PETROL
BMW X3 XDRIVE20I F25 LCI 4WD,BMW,X3,"116,873",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985563/2017-bmw-x3-xdrive20i-f25-lci?filterid=2442542442,"2017 BMW X3 XDRIVE20I F25 LCI 4WD BMW 116,873",35,VIC,2017,PETROL
TOYOTA HILUX SR5 DUAL CAB GUN126R 4WD,TOYOTA,HILUX,"184,925",UTILITY,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986228/2016-toyota-hilux-sr5-dual-cab-gun126r?filterid=2442542442,"2016 TOYOTA HILUX SR5 DUAL CAB GUN126R 4WD TOYOTA 184,925",35,VIC,2016,DIESEL
VOLKSWAGEN TIGUAN 132TSI COMFORTLINE 5N MY18 4WD,VOLKSWAGEN,TIGUAN,"127,166",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985965/2018-volkswagen-tiguan-132tsi-comfortline-5n-my18?filterid=2442542442,"2018 VOLKSWAGEN TIGUAN 132TSI COMFORTLINE 5N MY18 4WD VOLKSWAGEN 127,166",35,VIC,2018,PETROL
LAND ROVER RANGE ROVER EVOQUE TD4 180 HSE DYNAMIC L538 MY17 4WD,LAND,ROVER,"100,653",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2981829/2017-land-rover-range-rover-evoque-td4-180-hse-dynamic-l538-my17?filterid=2442542442,"2017 LAND ROVER RANGE ROVER EVOQUE TD4 180 HSE DYNAMIC L538 MY17 4WD LAND 100,653",35,VIC,2017,DIESEL
CHRYSLER 300 C LX MY13 RWD,CHRYSLER,300,"79,578",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986602/2013-chrysler-300-c-lx-my13?filterid=2442542442,"2013 CHRYSLER 300 C LX MY13 RWD CHRYSLER 79,578",35,VIC,2013,PETROL
AUDI Q3 35 TFSI LAUNCH EDITI F3 MY20 FWD,AUDI,Q3,"59,481",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2979958/2020-audi-q3-35-tfsi-launch-editi-f3-my20?filterid=2442542442,"2020 AUDI Q3 35 TFSI LAUNCH EDITI F3 MY20 FWD AUDI 59,481",35,VIC,2020,PETROL
MG MG3 EXCITE SZP1 MY21 FWD,MG,MG3,"33,834",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986268/2021-mg-mg3-excite-szp1-my21?filterid=2442542442,"2021 MG MG3 EXCITE SZP1 MY21 FWD MG 33,834",35,VIC,2021,PETROL
MAZDA CX-3 NEO SPORT DK2W7A FWD,MAZDA,CX-3,"131,850",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985926/2019-mazda-cx-3-neo-sport-dk2w7a?filterid=2442542442,"2019 MAZDA CX-3 NEO SPORT DK2W7A FWD MAZDA 131,850",35,VIC,2019,PETROL
HYUNDAI KONA ELITE OS MY18 4WD,HYUNDAI,KONA,"142,772",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2979022/2018-hyundai-kona-elite-os-my18?filterid=2442542442,"2018 HYUNDAI KONA ELITE OS MY18 4WD HYUNDAI 142,772",35,VIC,2018,PETROL
VOLKSWAGEN PASSAT 140TDI ALLTRACK 3C (B8) MY17 4WD,VOLKSWAGEN,PASSAT,"136,651",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2982429/2017-volkswagen-passat-140tdi-alltrack-3c-b8-my17?filterid=2442542442,"2017 VOLKSWAGEN PASSAT 140TDI ALLTRACK 3C (B8) MY17 4WD VOLKSWAGEN 136,651",35,VIC,2017,DIESEL
HOLDEN CASCADA CJ MY16 FWD,HOLDEN,CASCADA,"56,721",CONVERTIBLE,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986330/2016-holden-cascada-cj-my16?filterid=2442542442,"2016 HOLDEN CASCADA CJ MY16 FWD HOLDEN 56,721",35,VIC,2016,PETROL
LAND ROVER DISCOVERY SPORT TD4 150 HSE L550 MY17 4WD,LAND,ROVER,"115,642",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2979151/2017-land-rover-discovery-sport-td4-150-hse-l550-my17?filterid=2442542442,"2017 LAND ROVER DISCOVERY SPORT TD4 150 HSE L550 MY17 4WD LAND 115,642",35,VIC,2017,DIESEL
MITSUBISHI OUTLANDER ES ZL MY20 FWD,MITSUBISHI,OUTLANDER,"89,045",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986254/2020-mitsubishi-outlander-es-zl-my20?filterid=2442542442,"2020 MITSUBISHI OUTLANDER ES ZL MY20 FWD MITSUBISHI 89,045",35,VIC,2020,PETROL
MAZDA 3 NEO SPORT BN5478 FWD,MAZDA,3,"103,074",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986298/2018-mazda-3-neo-sport-bn5478?filterid=2442542442,"2018 MAZDA 3 NEO SPORT BN5478 FWD MAZDA 103,074",35,VIC,2018,PETROL
LAND ROVER DISCOVERY SD4 HSE SERIES 5 L462 MY17 4WD,LAND,ROVER,"107,279",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2975972/2017-land-rover-discovery-sd4-hse-series-5-l462-my17?filterid=2442542442,"2017 LAND ROVER DISCOVERY SD4 HSE SERIES 5 L462 MY17 4WD LAND 107,279",35,VIC,2017,DIESEL
MITSUBISHI ASX XLS XB MY15 4WD,MITSUBISHI,ASX,"118,576",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986385/2014-mitsubishi-asx-xls-xb-my15?filterid=2442542442,"2014 MITSUBISHI ASX XLS XB MY15 4WD MITSUBISHI 118,576",35,VIC,2014,DIESEL
LAND ROVER DISCOVERY SPORT TD4 110KW HSE L550 MY18 4WD,LAND,ROVER,"97,581",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980800/2018-land-rover-discovery-sport-td4-110kw-hse-l550-my18?filterid=2442542442,"2018 LAND ROVER DISCOVERY SPORT TD4 110KW HSE L550 MY18 4WD LAND 97,581",35,VIC,2018,DIESEL
