Name,Make,Model,Odometer,Body_type,Transmission,Auctioneer,Link_to_auction,Unique_identifers,Hours_to_auction,State,Build_Date,Fuel
HOLDEN CRUZE CDX JG FWD,HOLDEN,CRUZE,"156,489",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986640/2010-holden-cruze-cdx-jg?filterid=2442542442,"2010 HOLDEN CRUZE CDX JG FWD HOLDEN 156,489",11,NSW,2010,PETROL
HYUNDAI IX35 SE LM2 4WD,HYUNDAI,IX35,"378,211",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985265/2013-hyundai-ix35-se-lm2?filterid=2442542442,"2013 HYUNDAI IX35 SE LM2 4WD HYUNDAI 378,211",11,NSW,2013,DIESEL
FORD FALCON XR6 FG RWD,FORD,FALCON,"277,862",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986742/2009-ford-falcon-xr6-fg?filterid=2442542442,"2009 FORD FALCON XR6 FG RWD FORD 277,862",11,NSW,2009,PETROL
HOLDEN MALIBU CD V300 MY13 FWD,HOLDEN,MALIBU,"111,286",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986756/2013-holden-malibu-cd-v300-my13?filterid=2442542442,"2013 HOLDEN MALIBU CD V300 MY13 FWD HOLDEN 111,286",11,NSW,2013,PETROL
HONDA CIVIC VTI 8TH GEN FWD,HONDA,CIVIC,"227,507",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2973713/2006-honda-civic-vti-8th-gen?filterid=2442542442,"2006 HONDA CIVIC VTI 8TH GEN FWD HONDA 227,507",11,NSW,2006,PETROL
FORD RANGER XLT DUAL CAB PX MKII 4WD,FORD,RANGER,"195,561",UTILITY,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2983609/2017-ford-ranger-xlt-dual-cab-px-mkii?filterid=2442542442,"2017 FORD RANGER XLT DUAL CAB PX MKII 4WD FORD 195,561",11,NSW,2017,DIESEL
HYUNDAI I40 ACTIVE VF2 FWD,HYUNDAI,I40,"323,788",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986774/2015-hyundai-i40-active-vf2?filterid=2442542442,"2015 HYUNDAI I40 ACTIVE VF2 FWD HYUNDAI 323,788",11,NSW,2015,PETROL
MAZDA CX-5 MAXX KE1071 FWD,MAZDA,CX-5,"210,673",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987271/2012-mazda-cx-5-maxx-ke1071?filterid=2442542442,"2012 MAZDA CX-5 MAXX KE1071 FWD MAZDA 210,673",11,NSW,2012,PETROL
LEXUS RX RX350 PRESTIGE GGL15R 4WD,LEXUS,RX,"120,687",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987139/2010-lexus-rx-rx350-prestige-ggl15r?filterid=2442542442,"2010 LEXUS RX RX350 PRESTIGE GGL15R 4WD LEXUS 120,687",11,WA,2010,PETROL
BMW 1 SERIES 118I F20 MY15 RWD,BMW,1,"108,057",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2975316/2015-bmw-1-series-118i-f20-my15?filterid=2442542442,"2015 BMW 1 SERIES 118I F20 MY15 RWD BMW 108,057",11,WA,2015,PETROL
VOLKSWAGEN TOUAREG 150TDI 7P MY15 4WD,VOLKSWAGEN,TOUAREG,"203,513",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980523/2015-volkswagen-touareg-150tdi-7p-my15?filterid=2442542442,"2015 VOLKSWAGEN TOUAREG 150TDI 7P MY15 4WD VOLKSWAGEN 203,513",11,WA,2015,DIESEL
MERCEDES-BENZ GLA-CLASS GLA180 X156 FWD,MERCEDES-BENZ,GLA-CLASS,"164,832",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987137/2016-mercedes-benz-gla-class-gla180-x156?filterid=2442542442,"2016 MERCEDES-BENZ GLA-CLASS GLA180 X156 FWD MERCEDES-BENZ 164,832",11,WA,2016,PETROL
FORD FALCON G6 ECOBOOST FG MKII RWD,FORD,FALCON,"68,094",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980715/2012-ford-falcon-g6-ecoboost-fg-mkii?filterid=2442542442,"2012 FORD FALCON G6 ECOBOOST FG MKII RWD FORD 68,094",11,WA,2012,PETROL
TOYOTA CAMRY ATARA SX ASV50R FWD,TOYOTA,CAMRY,"198,492",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980480/2012-toyota-camry-atara-sx-asv50r?filterid=2442542442,"2012 TOYOTA CAMRY ATARA SX ASV50R FWD TOYOTA 198,492",11,WA,2012,PETROL
MERCEDES-BENZ C-CLASS C200 BLUEEFFICIENCY W204 MY12 RWD,MERCEDES-BENZ,C-CLASS,"119,735",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987418/2012-mercedes-benz-c-class-c200-blueefficiency-w204-my12?filterid=2442542442,"2012 MERCEDES-BENZ C-CLASS C200 BLUEEFFICIENCY W204 MY12 RWD MERCEDES-BENZ 119,735",11,WA,2012,PETROL
MERCEDES-BENZ M-CLASS ML300 CDI BLUEEFFICI W164 MY10 4WD,MERCEDES-BENZ,M-CLASS,"147,024",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987121/2010-mercedes-benz-m-class-ml300-cdi-blueeffici-w164-my10?filterid=2442542442,"2010 MERCEDES-BENZ M-CLASS ML300 CDI BLUEEFFICI W164 MY10 4WD MERCEDES-BENZ 147,024",11,WA,2010,DIESEL
HYUNDAI I30 SX FD MY11 FWD,HYUNDAI,I30,"120,468",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986995/2012-hyundai-i30-sx-fd-my11?filterid=2442542442,"2012 HYUNDAI I30 SX FD MY11 FWD HYUNDAI 120,468",11,WA,2012,PETROL
FORD RANGER XLT DUAL CAB PX MKIII MY19 4WD,FORD,RANGER,"121,233",UTILITY,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987136/2018-ford-ranger-xlt-dual-cab-px-mkiii-my19?filterid=2442542442,"2018 FORD RANGER XLT DUAL CAB PX MKIII MY19 4WD FORD 121,233",11,WA,2018,DIESEL
MITSUBISHI PAJERO GLS NX MY16 4WD,MITSUBISHI,PAJERO,"93,655",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980536/2016-mitsubishi-pajero-gls-nx-my16?filterid=2442542442,"2016 MITSUBISHI PAJERO GLS NX MY16 4WD MITSUBISHI 93,655",11,WA,2016,DIESEL
LAND ROVER RANGE ROVER SPORT SDV6 COMMANDSHIFT L320 12MY 4WD DIESEL WAGON,LAND,ROVER,"96,343",OR,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980567/2011-land-rover-range-rover-sport-sdv6-commandshift-l320-12my?filterid=2442542442,"2011 LAND ROVER RANGE ROVER SPORT SDV6 COMMANDSHIFT L320 12MY 4WD DIESEL WAGON LAND 96,343",11,WA,2011,DIESEL
NISSAN NAVARA SL DUAL CAB D23 S2 4WD,NISSAN,NAVARA,"136,513",UTILITY,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2981171/2017-nissan-navara-sl-dual-cab-d23-s2?filterid=2442542442,"2017 NISSAN NAVARA SL DUAL CAB D23 S2 4WD NISSAN 136,513",11,WA,2017,DIESEL
ISUZU D-MAX SX DUAL CAB MY17 4WD,ISUZU,D-MAX,"88,262",UTILITY,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983472/2017-isuzu-d-max-sx-dual-cab-my17?filterid=2442542442,"2017 ISUZU D-MAX SX DUAL CAB MY17 4WD ISUZU 88,262",11,WA,2017,DIESEL
HOLDEN TRAX ACTIVE TJ MY16 FWD,HOLDEN,TRAX,"80,246",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983426/2016-holden-trax-active-tj-my16?filterid=2442542442,"2016 HOLDEN TRAX ACTIVE TJ MY16 FWD HOLDEN 80,246",11,WA,2016,PETROL
GREAT WALL STEED 4X2 NBP RWD,GREAT,WALL,"124,868",UTILITY,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2982100/2020-great-wall-steed-4x2-nbp?filterid=2442542442,"2020 GREAT WALL STEED 4X2 NBP RWD GREAT 124,868",11,WA,2020,PETROL
HYUNDAI VELOSTER + COUPE D-CT FS3 FWD,HYUNDAI,VELOSTER,"80,123",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986964/2014-hyundai-veloster-coupe-d-ct-fs3?filterid=2442542442,"2014 HYUNDAI VELOSTER + COUPE D-CT FS3 FWD HYUNDAI 80,123",11,WA,2014,PETROL
HOLDEN TRAX LTZ TJ MY18 FWD,HOLDEN,TRAX,"185,291",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987579/2018-holden-trax-ltz-tj-my18?filterid=2442542442,"2018 HOLDEN TRAX LTZ TJ MY18 FWD HOLDEN 185,291",11,WA,2018,PETROL
HYUNDAI I30 PREMIUM GD FWD PETROL HATCHBACK,HYUNDAI,I30,"179,507",OR,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984057/2012-hyundai-i30-premium-gd?filterid=2442542442,"2012 HYUNDAI I30 PREMIUM GD FWD PETROL HATCHBACK HYUNDAI 179,507",11,WA,2012,PETROL
SUZUKI VITARA RT-S LY FWD,SUZUKI,VITARA,"79,407",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987518/2016-suzuki-vitara-rt-s-ly?filterid=2442542442,"2016 SUZUKI VITARA RT-S LY FWD SUZUKI 79,407",11,WA,2016,PETROL
MAZDA BT-50 XTR DUAL CAB UP0YF1 4WD,MAZDA,BT-50,"177,127",UTILITY,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2981168/2013-mazda-bt-50-xtr-dual-cab-up0yf1?filterid=2442542442,"2013 MAZDA BT-50 XTR DUAL CAB UP0YF1 4WD MAZDA 177,127",11,WA,2013,DIESEL
NISSAN LEAF ZE0 FWD,NISSAN,LEAF,"71,626",HATCHBACK,R,Carlins,https://www.carlins.com.au/auctions/catalogues/2984944/2014-nissan-leaf-ze0?filterid=2442542442,"2014 NISSAN LEAF ZE0 FWD NISSAN 71,626",11,WA,2014,ELECTRIC
JEEP GRAND CHEROKEE LIMITED WK MY2014 4WD DIESEL WAGON,JEEP,GRAND,"156,152",OR,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2981073/2013-jeep-grand-cherokee-limited-wk-my2014?filterid=2442542442,"2013 JEEP GRAND CHEROKEE LIMITED WK MY2014 4WD DIESEL WAGON JEEP 156,152",11,WA,2013,DIESEL
MAZDA CX-5 MAXX SPORT KE1021 4WD,MAZDA,CX-5,"118,720",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984278/2013-mazda-cx-5-maxx-sport-ke1021?filterid=2442542442,"2013 MAZDA CX-5 MAXX SPORT KE1021 4WD MAZDA 118,720",11,WA,2013,DIESEL
HOLDEN CAPTIVA 7 LS CG MY14 FWD,HOLDEN,CAPTIVA,"133,236",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985661/2014-holden-captiva-7-ls-cg-my14?filterid=2442542442,"2014 HOLDEN CAPTIVA 7 LS CG MY14 FWD HOLDEN 133,236",11,WA,2014,DIESEL
FORD FIESTA AMBIENTE WZ MY15 FWD,FORD,FIESTA,"72,859",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984950/2014-ford-fiesta-ambiente-wz-my15?filterid=2442542442,"2014 FORD FIESTA AMBIENTE WZ MY15 FWD FORD 72,859",11,WA,2014,PETROL
HYUNDAI I30 TROPHY GD2 MY14 FWD,HYUNDAI,I30,"79,229",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2981174/2014-hyundai-i30-trophy-gd2-my14?filterid=2442542442,"2014 HYUNDAI I30 TROPHY GD2 MY14 FWD HYUNDAI 79,229",11,WA,2014,PETROL
NISSAN PULSAR TI B17 FWD,NISSAN,PULSAR,"149,959",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984955/2014-nissan-pulsar-ti-b17?filterid=2442542442,"2014 NISSAN PULSAR TI B17 FWD NISSAN 149,959",11,WA,2014,PETROL
HYUNDAI I30 SX FD MY11 FWD,HYUNDAI,I30,"131,225",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2982134/2011-hyundai-i30-sx-fd-my11?filterid=2442542442,"2011 HYUNDAI I30 SX FD MY11 FWD HYUNDAI 131,225",11,WA,2011,PETROL
FORD ESCAPE ZD MY10 4WD,FORD,ESCAPE,"122,747",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984523/2011-ford-escape-zd-my10?filterid=2442542442,"2011 FORD ESCAPE ZD MY10 4WD FORD 122,747",11,WA,2011,PETROL
HYUNDAI IMAX TQ-W RWD,HYUNDAI,IMAX,"225,851",WAGON,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2969893/2009-hyundai-imax-tq-w?filterid=2442542442,"2009 HYUNDAI IMAX TQ-W RWD HYUNDAI 225,851",11,WA,2009,DIESEL
HOLDEN COMMODORE OMEGA VE II RWD,HOLDEN,COMMODORE,"172,388",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985839/2011-holden-commodore-omega-ve-ii?filterid=2442542442,"2011 HOLDEN COMMODORE OMEGA VE II RWD HOLDEN 172,388",11,WA,2011,PETROL
JEEP PATRIOT SPORT CVT AUTO STICK MK MY2013 FWD,JEEP,PATRIOT,"134,286",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980716/2013-jeep-patriot-sport-cvt-auto-stick-mk-my2013?filterid=2442542442,"2013 JEEP PATRIOT SPORT CVT AUTO STICK MK MY2013 FWD JEEP 134,286",11,WA,2013,PETROL
VOLKSWAGEN GOLF 103TDI COMFORTLINE VI FWD,VOLKSWAGEN,GOLF,"228,231",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985729/2009-volkswagen-golf-103tdi-comfortline-vi?filterid=2442542442,"2009 VOLKSWAGEN GOLF 103TDI COMFORTLINE VI FWD VOLKSWAGEN 228,231",11,WA,2009,DIESEL
AUDI A3 TDI SPORTBACK S TRON 8P MY11 FWD,AUDI,A3,"163,147",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984524/2011-audi-a3-tdi-sportback-s-tron-8p-my11?filterid=2442542442,"2011 AUDI A3 TDI SPORTBACK S TRON 8P MY11 FWD AUDI 163,147",11,WA,2011,DIESEL
FORD ECOSPORT TREND BK FWD,FORD,ECOSPORT,"149,458",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983830/2014-ford-ecosport-trend-bk?filterid=2442542442,"2014 FORD ECOSPORT TREND BK FWD FORD 149,458",11,WA,2014,PETROL
HOLDEN CRUZE EQUIPE JH SERIES II MY FWD,HOLDEN,CRUZE,"284,365",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984291/2014-holden-cruze-equipe-jh-series-ii-my?filterid=2442542442,"2014 HOLDEN CRUZE EQUIPE JH SERIES II MY FWD HOLDEN 284,365",11,WA,2014,PETROL
HONDA CR-V RE MY10 4WD,HONDA,CR-V,"225,157",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980616/2010-honda-cr-v-re-my10?filterid=2442542442,"2010 HONDA CR-V RE MY10 4WD HONDA 225,157",11,WA,2010,PETROL
FORD MONDEO TITANIUM MD MY18.25 FWD DIESEL WAGON,FORD,MONDEO,"267,220",OR,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2978609/2018-ford-mondeo-titanium-md-my18-25?filterid=2442542442,"2018 FORD MONDEO TITANIUM MD MY18.25 FWD DIESEL WAGON FORD 267,220",11,WA,2018,DIESEL
BMW 1 SERIES 118D F20 RWD,BMW,1,"137,099",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984288/2013-bmw-1-series-118d-f20?filterid=2442542442,"2013 BMW 1 SERIES 118D F20 RWD BMW 137,099",11,WA,2013,DIESEL
HOLDEN BARINA CD TM MY13 FWD,HOLDEN,BARINA,"161,812",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2979802/2012-holden-barina-cd-tm-my13?filterid=2442542442,"2012 HOLDEN BARINA CD TM MY13 FWD HOLDEN 161,812",11,WA,2012,PETROL
NISSAN X-TRAIL ST T31 SERIES IV FWD,NISSAN,X-TRAIL,"227,779",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980730/2012-nissan-x-trail-st-t31-series-iv?filterid=2442542442,"2012 NISSAN X-TRAIL ST T31 SERIES IV FWD NISSAN 227,779",11,WA,2012,PETROL
HYUNDAI I30 SX FD MY09 FWD,HYUNDAI,I30,"228,466",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980729/2009-hyundai-i30-sx-fd-my09?filterid=2442542442,"2009 HYUNDAI I30 SX FD MY09 FWD HYUNDAI 228,466",11,WA,2009,PETROL
HYUNDAI VELOSTER STREET FS5 SERIES II FWD,HYUNDAI,VELOSTER,"171,361",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2981184/2016-hyundai-veloster-street-fs5-series-ii?filterid=2442542442,"2016 HYUNDAI VELOSTER STREET FS5 SERIES II FWD HYUNDAI 171,361",11,WA,2016,PETROL
KIA RIO S UB MY14 FWD PETROL HATCHBACK,KIA,RIO,"202,171",OR,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2982386/2014-kia-rio-s-ub-my14?filterid=2442542442,"2014 KIA RIO S UB MY14 FWD PETROL HATCHBACK KIA 202,171",11,WA,2014,PETROL
HOLDEN CRUZE SRI-V JH SERIES II MY FWD,HOLDEN,CRUZE,"166,316",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985733/2014-holden-cruze-sri-v-jh-series-ii-my?filterid=2442542442,"2014 HOLDEN CRUZE SRI-V JH SERIES II MY FWD HOLDEN 166,316",11,WA,2014,PETROL
ALFA ROMEO GIULIETTA DISTINCTIVE SERIES 0 MY13 FWD,ALFA,ROMEO,"133,151",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2966633/2013-alfa-romeo-giulietta-distinctive-series-0-my13?filterid=2442542442,"2013 ALFA ROMEO GIULIETTA DISTINCTIVE SERIES 0 MY13 FWD ALFA 133,151",11,WA,2013,PETROL
HOLDEN CAPTIVA 7 LX CG SERIES II MY 4WD,HOLDEN,CAPTIVA,"261,201",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2978608/2013-holden-captiva-7-lx-cg-series-ii-my?filterid=2442542442,"2013 HOLDEN CAPTIVA 7 LX CG SERIES II MY 4WD HOLDEN 261,201",11,WA,2013,DIESEL
SUZUKI GRAND VITARA URBAN JB MY13 RWD,SUZUKI,GRAND,"237,548",WAGON,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2983431/2012-suzuki-grand-vitara-urban-jb-my13?filterid=2442542442,"2012 SUZUKI GRAND VITARA URBAN JB MY13 RWD SUZUKI 237,548",11,WA,2012,PETROL
HYUNDAI ELANTRA XD MY05 FWD,HYUNDAI,ELANTRA,"206,586",SEDAN,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2983430/2005-hyundai-elantra-xd-my05?filterid=2442542442,"2005 HYUNDAI ELANTRA XD MY05 FWD HYUNDAI 206,586",11,WA,2005,PETROL
SUBARU FORESTER 2.0D S4 MY13 4WD DIESEL WAGON,SUBARU,FORESTER,"294,518",OR,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2982519/2013-subaru-forester-2-0d-s4-my13?filterid=2442542442,"2013 SUBARU FORESTER 2.0D S4 MY13 4WD DIESEL WAGON SUBARU 294,518",11,WA,2013,DIESEL
JEEP GRAND CHEROKEE LIMITED WK MY2013 4WD,JEEP,GRAND,"158,128",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984289/2013-jeep-grand-cherokee-limited-wk-my2013?filterid=2442542442,"2013 JEEP GRAND CHEROKEE LIMITED WK MY2013 4WD JEEP 158,128",11,WA,2013,DIESEL
MITSUBISHI TRITON GLX DUAL CAB MN MY12 4WD,MITSUBISHI,TRITON,"244,797",UTILITY,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2981167/2013-mitsubishi-triton-glx-dual-cab-mn-my12?filterid=2442542442,"2013 MITSUBISHI TRITON GLX DUAL CAB MN MY12 4WD MITSUBISHI 244,797",11,WA,2013,DIESEL
MAZDA 3 NEO BL10F2 MY13 FWD,MAZDA,3,"164,400",HATCHBACK,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2987456/2013-mazda-3-neo-bl10f2-my13?filterid=2442542442,"2013 MAZDA 3 NEO BL10F2 MY13 FWD MAZDA 164,400",11,WA,2013,PETROL
BMW 3 SERIES 320I E90 RWD,BMW,3,"135,713",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980636/2006-bmw-3-series-320i-e90?filterid=2442542442,"2006 BMW 3 SERIES 320I E90 RWD BMW 135,713",11,WA,2006,PETROL
HOLDEN BERLINA INTERNATIONAL VE II RWD,HOLDEN,BERLINA,"251,017",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983428/2011-holden-berlina-international-ve-ii?filterid=2442542442,"2011 HOLDEN BERLINA INTERNATIONAL VE II RWD HOLDEN 251,017",11,WA,2011,PETROL
HYUNDAI IX35 HIGHLANDER LM3 MY15 4WD,HYUNDAI,IX35,"187,124",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980468/2015-hyundai-ix35-highlander-lm3-my15?filterid=2442542442,"2015 HYUNDAI IX35 HIGHLANDER LM3 MY15 4WD HYUNDAI 187,124",11,WA,2015,PETROL
NISSAN NAVARA ST DUAL CAB D40 S6 MY12 4WD DIESEL UTILITY,NISSAN,NAVARA,"159,775",/,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2975321/2013-nissan-navara-st-dual-cab-d40-s6-my12?filterid=2442542442,"2013 NISSAN NAVARA ST DUAL CAB D40 S6 MY12 4WD DIESEL UTILITY NISSAN 159,775",11,WA,2013,DIESEL
HOLDEN CAPTIVA 5 CG SERIES II 4WD,HOLDEN,CAPTIVA,"79,936",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985660/2012-holden-captiva-5-cg-series-ii?filterid=2442542442,"2012 HOLDEN CAPTIVA 5 CG SERIES II 4WD HOLDEN 79,936",11,WA,2012,DIESEL
MITSUBISHI TRITON GLX DUAL CAB MN MY11 4WD,MITSUBISHI,TRITON,"423,749",UTILITY,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983429/2011-mitsubishi-triton-glx-dual-cab-mn-my11?filterid=2442542442,"2011 MITSUBISHI TRITON GLX DUAL CAB MN MY11 4WD MITSUBISHI 423,749",11,WA,2011,DIESEL
MAZDA BT-50 DX SINGLE CAB UNY0E3 4WD DIESEL,MAZDA,BT-50,"249,491",CHASSIS,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2985726/2007-mazda-bt-50-dx-single-cab-uny0e3?filterid=2442542442,"2007 MAZDA BT-50 DX SINGLE CAB UNY0E3 4WD DIESEL MAZDA 249,491",11,WA,2007,DIESEL
NISSAN NAVARA ST DUAL CAB D40 S6 MY12 4WD,NISSAN,NAVARA,"273,936",UTILITY,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984290/2012-nissan-navara-st-dual-cab-d40-s6-my12?filterid=2442542442,"2012 NISSAN NAVARA ST DUAL CAB D40 S6 MY12 4WD NISSAN 273,936",11,WA,2012,DIESEL
HOLDEN CAPTIVA 7 LX CG MY10 4WD,HOLDEN,CAPTIVA,"189,148",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2972727/2010-holden-captiva-7-lx-cg-my10?filterid=2442542442,"2010 HOLDEN CAPTIVA 7 LX CG MY10 4WD HOLDEN 189,148",11,WA,2010,DIESEL
FORD KUGA TREND TE 4WD,FORD,KUGA,"188,455",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985656/2012-ford-kuga-trend-te?filterid=2442542442,"2012 FORD KUGA TREND TE 4WD FORD 188,455",11,WA,2012,PETROL
FORD FALCON UTE XR6 EXTENDED CAB FG RWD,FORD,FALCON,"245,637",UTILITY,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985725/2008-ford-falcon-ute-xr6-extended-cab-fg?filterid=2442542442,"2008 FORD FALCON UTE XR6 EXTENDED CAB FG RWD FORD 245,637",11,WA,2008,LPG
GREAT WALL V240 SUPER LUXURY DUAL CA K2 RWD,GREAT,WALL,"289,321",UTILITY,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2983805/2009-great-wall-v240-super-luxury-dual-ca-k2?filterid=2442542442,"2009 GREAT WALL V240 SUPER LUXURY DUAL CA K2 RWD GREAT 289,321",11,WA,2009,PETROL
HYUNDAI I30 ACTIVE GD2 FWD PETROL HATCHBACK,HYUNDAI,I30,"130,250",OR,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2979274/2014-hyundai-i30-active-gd2?filterid=2442542442,"2014 HYUNDAI I30 ACTIVE GD2 FWD PETROL HATCHBACK HYUNDAI 130,250",11,WA,2014,PETROL
NISSAN NAVARA ST DUAL CAB D40 S6 MY12 4WD,NISSAN,NAVARA,"147,410",UTILITY,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2985783/2012-nissan-navara-st-dual-cab-d40-s6-my12?filterid=2442542442,"2012 NISSAN NAVARA ST DUAL CAB D40 S6 MY12 4WD NISSAN 147,410",11,WA,2012,DIESEL
HOLDEN CRUZE CDX JG FWD,HOLDEN,CRUZE,"190,426",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984951/2011-holden-cruze-cdx-jg?filterid=2442542442,"2011 HOLDEN CRUZE CDX JG FWD HOLDEN 190,426",11,WA,2011,PETROL
VOLKSWAGEN TRANSPORTER TDI340 T5 MY13 FWD,VOLKSWAGEN,TRANSPORTER,"233,225",VAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980623/2013-volkswagen-transporter-tdi340-t5-my13?filterid=2442542442,"2013 VOLKSWAGEN TRANSPORTER TDI340 T5 MY13 FWD VOLKSWAGEN 233,225",11,WA,2013,DIESEL
HOLDEN CAPTIVA 7 LX CG MY10 4WD,HOLDEN,CAPTIVA,"189,163",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984947/2010-holden-captiva-7-lx-cg-my10?filterid=2442542442,"2010 HOLDEN CAPTIVA 7 LX CG MY10 4WD HOLDEN 189,163",11,WA,2010,DIESEL
